"gene","Xist_RIP_r","Airn_RIP_r","Kcnq1ot1_RIP_r","Xist_network_r","Airn_network_r","Kcnq1ot1_network_r","total_intra","rare","prev","rare_ratio","mean_silhouette","modularity","genetype"
"Myo15b_chr11_115858406_115892603_+_ENSMUSG00000034427.17_ENSMUST00000167507.2",-0.108143683,-0.204608576,-0.22287647,0.0530816792143612,0.138084594094411,0.140350592659227,NA,NA,NA,NA,NA,NA,"protein_coding"
"Myo15b_chr11_115858406_115892603_+_ENSMUSG00000034427.17_ENSMUST00000222123.1",-0.078267389,-0.105467276,-0.108924925,0.0968062579593945,0.229835597683284,0.249260398369851,NA,NA,NA,NA,NA,NA,"protein_coding"
"Myo18a_chr11_77763246_77865980_+_ENSMUSG00000000631.20_ENSMUSG00000000631.20.unspliced",0.140965288,0.530334826,0.722825568,0.127933744899522,0.207743138929309,0.240510784206259,73,23,46,0.315068493150685,0.287862027212309,0.077969377136911,"protein_coding"
"Myo18a_chr11_77763246_77865980_+_ENSMUSG00000000631.20_ENSMUST00000102488.7",-0.014833341,-0.010107227,-0.11436977,0.126804401556188,0.191467456383379,0.204006922715696,NA,NA,NA,NA,NA,NA,"protein_coding"
"Myo18a_chr11_77763246_77865980_+_ENSMUSG00000000631.20_ENSMUST00000130627.8",-0.100653674,-0.072195393,-0.167374287,0.122682133665657,0.202531110544626,0.177663584304144,NA,NA,NA,NA,NA,NA,"protein_coding"
"Myo19_chr11_84880148_84911226_+_ENSMUSG00000020527.14_ENSMUSG00000020527.14.unspliced",-0.114454674,0.303529434,0.295289201,0.239330855086604,0.304325828640053,0.390410903109121,87,25,60,0.28735632183908,0.0888084740604718,-0.0233218808046717,"protein_coding"
"Myo19_chr11_84880148_84911226_+_ENSMUSG00000020527.14_ENSMUST00000020837.6",-0.182556172,0.14057405,0.089904722,0.0275966178946403,0.147554171434324,0.227057260738985,NA,NA,NA,NA,NA,NA,"protein_coding"
"Myo1a_chr10_127705170_127720940_+_ENSMUSG00000025401.9_ENSMUST00000079590.6",-0.010659053,-0.143722224,-0.229069284,0.137684685466409,0.108433333516945,0.0550214209226197,NA,NA,NA,NA,NA,NA,"protein_coding"
"Myo1b_chr1_51749765_51916071_-_ENSMUSG00000018417.14_ENSMUSG00000018417.14.unspliced",-0.081200599,0.301905666,0.601561181,0.165313076592118,0.208234082745222,0.228842505008601,64,6,56,0.09375,0.27801662359667,0.029968,"protein_coding"
"Myo1c_chr11_75650504_75673910_+_ENSMUSG00000017774.19_ENSMUSG00000017774.19.unspliced",-0.129339405,0.387043491,0.489679987,0.126352686656653,0.1882574067758,0.223326124759318,66,14,51,0.212121212121212,0.283093243555016,0.0579313660401548,"protein_coding"
"Myo1d_chr11_80482126_80780025_-_ENSMUSG00000035441.14_ENSMUSG00000035441.14.unspliced",-0.086976621,0.541790317,0.758503534,0.249740183654081,0.329822548478292,0.321205786399696,79,16,59,0.20253164556962,0.00816334579120618,-0.0348755487810443,"protein_coding"
"Myo1d_chr11_80482126_80780025_-_ENSMUSG00000035441.14_ENSMUST00000070997.5",-0.144850885,-0.231706479,-0.33852832,0.174195916756939,0.184238240658607,0.288280220493509,68,16,49,0.235294117647059,0.132066362724829,-0.0277601410934744,"protein_coding"
"Myo1e_chr9_70207350_70399766_+_ENSMUSG00000032220.10_ENSMUSG00000032220.10.unspliced",-0.082004856,0.659779278,0.772830327,0.377366900507661,0.363748663325272,0.35481906697478,NA,NA,NA,NA,NA,NA,"protein_coding"
"Myo5a_chr9_75071015_75223688_+_ENSMUSG00000034593.16_ENSMUSG00000034593.16.unspliced",-0.103077004,0.559418007,0.692026526,0.210519329919402,0.220619283066415,0.205329133190499,59,13,45,0.220338983050847,0.201719071633486,-0.0254474505723205,"protein_coding"
"Myo5b_chr18_74440936_74771493_+_ENSMUSG00000025885.18_ENSMUSG00000025885.18.unspliced",-0.101220537,0.469358171,0.755930147,0.238049971715361,0.312806251145109,0.356193442360457,60,2,56,0.0333333333333333,0.126823406409039,-0.0226095266837684,"protein_coding"
"Myo5c_chr9_75232020_75305451_+_ENSMUSG00000033590.8_ENSMUSG00000033590.8.unspliced",0.094599507,0.623602677,0.554100873,0.135852374676586,0.273493870843918,0.357249592409541,55,12,42,0.218181818181818,0.0945418425941869,-0.0265776963274786,"protein_coding"
"Myo5c_chr9_75232020_75305451_+_ENSMUSG00000033590.8_ENSMUST00000036555.7",-0.104289698,-0.252247653,-0.349367442,0.085054452410481,0.27255362845456,0.354706771256864,58,17,39,0.293103448275862,0.123063062529716,-0.00252769397430372,"protein_coding"
"Myo6_chr9_80165031_80311729_+_ENSMUSG00000033577.18_ENSMUSG00000033577.18.unspliced",-0.137373905,0.345407732,0.589648725,0.111900402880163,0.0881183474274864,0.169116060687167,75,8,62,0.106666666666667,0.16630427950559,-0.0207416800372651,"protein_coding"
"Myo6_chr9_80165031_80311729_+_ENSMUSG00000033577.18_ENSMUST00000127779.8",-0.180943963,-0.169602992,-0.289059742,0.176456479895788,0.16118457253004,0.153841583606514,77,33,42,0.428571428571429,0.238409675694009,-0.0173406770283185,"protein_coding"
"Myo9a_chr9_59750896_59928866_+_ENSMUSG00000039585.15_ENSMUSG00000039585.15.unspliced",0.013341497,0.351360172,0.42863381,0.137810173606754,0.226092676630863,0.232346162095418,72,23,46,0.319444444444444,0.172965387013075,0.0516771033542067,"protein_coding"
"Myo9a_chr9_59750896_59928866_+_ENSMUSG00000039585.15_ENSMUST00000128341.1",0.608113783,0.318429934,0.129200449,0.30612800094439,0.384790630689822,0.375207529207991,68,3,65,0.0441176470588235,0.157030417554528,-0.0089043102988971,"protein_coding"
"Myo9b_chr8_71272714_71360713_+_ENSMUSG00000004677.17_ENSMUSG00000004677.17.unspliced",-0.05897575,0.657538749,0.768858348,0.183307431853695,0.200672428508432,0.267994388158348,82,30,49,0.365853658536585,0.280169995137767,0.102574680288287,"protein_coding"
"Myof_chr19_37899036_38043577_-_ENSMUSG00000048612.16_ENSMUSG00000048612.16.unspliced",-0.08343925,0.641510625,0.744837547,0.164802286311585,0.23989034366505,0.335842537954744,85,29,52,0.341176470588235,0.259947169541645,0.0454024691358025,"protein_coding"
"Myorg_chr4_41495604_41503076_-_ENSMUSG00000046312.4_ENSMUSG00000046312.4.unspliced",0.310202626,0.132906084,0.032978024,0.182169892404068,0.204467320662667,0.187292397261169,67,20,46,0.298507462686567,0.0750270868083307,-0.0176487009025961,"protein_coding"
"Myoz1_chr14_20649107_20656540_-_ENSMUSG00000068697.7_ENSMUSG00000068697.7.unspliced",-0.181573789,-0.028553949,-0.133755294,0.278346220788075,0.272866619949112,0.223497657061503,53,9,44,0.169811320754717,0.0997879776190041,-0.0130446476600323,"protein_coding"
"Mypop_chr7_18991245_19001766_+_ENSMUSG00000048481.15_ENSMUSG00000048481.15.unspliced",0.107177487,0.807617153,0.749950253,0.277272087728213,0.408174643548624,0.333926726005164,51,8,42,0.156862745098039,0.227581378235774,-0.000902380332986452,"protein_coding"
"Mypopos_chr7_18993234_19001222_-_ENSMUSG00000086533.2_ENSMUSG00000086533.2.unspliced",-0.079136268,0.560438656,0.438508888,-0.0359511694400753,0.218692741493266,0.104791025244196,95,48,42,0.505263157894737,0.0477913371981896,-0.0116651277316097,"lncRNA"
"Mypopos_chr7_18993234_19001222_-_ENSMUSG00000086533.2_ENSMUST00000205975.1",0.031781713,0.016017233,0.188832249,-0.0527436037845776,0.170518011881348,0.0688908532519126,76,42,30,0.552631578947368,0.235388415094102,0.0110728836577638,"lncRNA"
"Myrf_chr19_10208272_10240748_-_ENSMUSG00000036098.15_ENSMUSG00000036098.15.unspliced",-0.140031393,0.238945512,0.297254601,0.0509759548969318,0.108296293377442,0.223666286349842,78,14,62,0.17948717948718,0.15465967006105,-0.0058215027700831,"protein_coding"
"Myrf_chr19_10208272_10240748_-_ENSMUSG00000036098.15_ENSMUST00000186056.6",-0.109380586,-0.178564232,-0.225147924,0.0975529460565807,0.050165672868333,0.126211128831084,48,13,34,0.270833333333333,0.183855027339567,-0.0152592139124126,"protein_coding"
"Myrip_chr9_120301513_120474841_+_ENSMUSG00000041794.13_ENSMUSG00000041794.13.unspliced",-0.067128927,0.462593587,0.665379076,0.0787262477471911,0.0795934698429057,0.11777852576111,78,42,35,0.538461538461538,0.270662769522222,0.0799142576746268,"protein_coding"
"Mysm1_chr4_94942040_94979100_-_ENSMUSG00000062627.9_ENSMUSG00000062627.9.unspliced",-0.152782683,0.192639385,0.331357375,0.466427368911038,0.478251932598862,0.448062648413779,82,8,74,0.0975609756097561,0.276597328969708,0.0388042355371901,"protein_coding"
"Myzap_chr9_71504347_71592360_-_ENSMUSG00000041361.13_ENSMUSG00000041361.13.unspliced",-0.012621269,0.387750349,0.651766189,0.0133545113295469,0.111733804311259,0.113648539902978,78,31,43,0.397435897435897,0.112113327627373,0.0125094615051903,"protein_coding"
"Myzap_chr9_71504347_71592360_-_ENSMUSG00000041361.13_ENSMUST00000169573.7",-0.112672148,-0.202600742,-0.270742418,-0.0419983909648223,0.0295986063140994,0.10596308437528,57,29,22,0.508771929824561,0.230767656674516,0.00271424263106934,"protein_coding"
"Mzf1_chr7_13042303_13054764_-_ENSMUSG00000030380.17_ENSMUSG00000030380.17.unspliced",0.015909306,0.315809843,0.549192454,0.242796153689121,0.304611559727826,0.274003812592192,50,14,35,0.28,0.0668906929320024,-0.013941926205118,"protein_coding"
"Mzt1_chr14_99034544_99046134_-_ENSMUSG00000033186.9_ENSMUSG00000033186.9.unspliced",-0.156671705,0.371340313,0.461219164,0.188201187797165,0.166904087712641,0.201938751670772,60,14,44,0.233333333333333,0.23777670717492,0.00143079577494422,"protein_coding"
"Mzt2_chr16_15848441_15863369_-_ENSMUSG00000022671.13_ENSMUSG00000022671.13.unspliced",-0.102549091,0.030419429,0.303696698,0.149587561765549,0.116385765614345,0.121137741690365,70,17,49,0.242857142857143,0.257219935761231,-0.0121860614183322,"protein_coding"
"N4bp1_chr8_86808160_86885258_-_ENSMUSG00000031652.11_ENSMUSG00000031652.11.unspliced",-0.072948332,0.398781136,0.735557364,0.177375726395543,0.338381424019734,0.28086849849137,92,28,61,0.304347826086957,0.407137761224191,0.0948673587081891,"protein_coding"
"N4bp2_chr5_65763521_65830108_+_ENSMUSG00000037795.14_ENSMUSG00000037795.14.unspliced",-0.080012612,0.055607111,0.244244945,0.207092898514455,0.344588866524697,0.390383571083514,86,26,57,0.302325581395349,0.161277289194513,0.0482171071531168,"protein_coding"
"N4bp2l1_chr5_150571644_150597188_-_ENSMUSG00000041132.11_ENSMUSG00000041132.11.unspliced",0.320446133,0.574648036,0.515120032,0.320825183393335,0.374625805224408,0.323877279534182,73,14,55,0.191780821917808,0.0755733121504764,-0.0266474975861813,"protein_coding"
"N4bp2l1_chr5_150571644_150597188_-_ENSMUSG00000041132.11_ENSMUST00000202031.3",-0.016689617,-0.115996473,-0.142931938,0.0759650653347829,0.0311019061714104,0.124698556151108,NA,NA,NA,NA,NA,NA,"protein_coding"
"N4bp2l2_chr5_150608007_150666183_-_ENSMUSG00000029655.17_ENSMUSG00000029655.17.unspliced",0.093163633,0.438276677,0.616270399,0.49156528795387,0.479547252714476,0.391793351606605,92,9,81,0.0978260869565217,0.351910069672892,0.0158935995516688,"protein_coding"
"N4bp2os_chr5_65760991_65764379_-_ENSMUSG00000106978.1_ENSMUSG00000106978.1.unspliced",-0.156667743,-0.07038611,0.070559751,0.0894571301899778,0.281865133341138,0.205218370053764,44,17,24,0.386363636363636,0.127916990764077,-0.0316353446938235,"lncRNA"
"N4bp2os_chr5_65760991_65764379_-_ENSMUSG00000106978.1_ENSMUST00000202673.1",-0.033086558,0.705015113,0.562237526,-0.00332130751792388,0.0871977842906417,0.13639666788817,NA,NA,NA,NA,NA,NA,"lncRNA"
"N4bp3_chr11_51643063_51650842_-_ENSMUSG00000001053.15_ENSMUSG00000001053.15.unspliced",-0.092621822,0.02104415,0.13729314,0.37815606765701,0.343646868566681,0.226623881265404,NA,NA,NA,NA,NA,NA,"protein_coding"
"N6amt1_chr16_87354185_87368742_+_ENSMUSG00000044442.11_ENSMUSG00000044442.11.unspliced",-0.130265105,0.444537269,0.351005724,0.105583408690121,0.139858909927631,0.113354844401039,85,24,58,0.282352941176471,0.203038313257049,0.0162211395278232,"protein_coding"
"N6amt1_chr16_87354185_87368742_+_ENSMUSG00000044442.11_ENSMUST00000118115.1",NA,NA,NA,0.114512743119515,0.0992490090945372,0.135774961143349,NA,NA,NA,NA,NA,NA,"protein_coding"
"N6amt1_chr16_87354185_87368742_+_ENSMUSG00000044442.11_ENSMUST00000120284.7",0.084059053,0.574601912,0.754232762,0.0632936118115476,0.0916200963518191,0.068281528244983,68,32,34,0.470588235294118,0.177103199302864,0.0385248528640522,"protein_coding"
"Naa10_chrX_73916873_73921944_-_ENSMUSG00000031388.14_ENSMUSG00000031388.14.unspliced",-0.206950968,-0.186751572,-0.130997212,-0.0370041594410876,0.0722513810357246,0.0448390311886664,64,17,41,0.265625,0.200425287554861,0.0538082848688909,"protein_coding"
"Naa15_chr3_51415148_51476507_+_ENSMUSG00000063273.11_ENSMUSG00000063273.11.unspliced",-0.162734864,0.308329758,0.288531621,0.321734433001485,0.413166970767314,0.379939068386074,67,6,60,0.0895522388059701,0.142196894796219,0.00104337972112051,"protein_coding"
"Naa16_chr14_79325269_79390778_-_ENSMUSG00000022020.15_ENSMUSG00000022020.15.unspliced",-0.123414015,0.36749258,0.327356516,0.249357844690287,0.29486225403459,0.364194979480904,54,6,47,0.111111111111111,0.206949831679968,0.00241367034531864,"protein_coding"
"Naa20_chr2_145902099_145916425_+_ENSMUSG00000002728.14_ENSMUSG00000002728.14.unspliced",0.002309884,0.721702684,0.761547523,0.208986938862907,0.219621767193843,0.255427005157777,63,8,53,0.126984126984127,0.274674284698928,0.0568622522263718,"protein_coding"
"Naa20_chr2_145902099_145916425_+_ENSMUSG00000002728.14_ENSMUST00000134759.2",-0.03366873,0.683546101,0.532544124,0.192714322243167,0.253667062919077,0.254733307249517,56,15,38,0.267857142857143,0.300930392629395,0.0728947368421052,"protein_coding"
"Naa25_chr5_121397936_121444378_+_ENSMUSG00000042719.17_ENSMUSG00000042719.17.unspliced",-0.052991968,0.013308901,0.304722957,0.260648354333069,0.313299375858658,0.342252922389694,81,4,73,0.0493827160493827,0.198598762851027,0.0826688957475994,"protein_coding"
"Naa30_chr14_49172226_49191031_+_ENSMUSG00000036282.15_ENSMUSG00000036282.15.unspliced",0.165203988,0.279808151,0.307581757,0.159705120464021,0.284865269736189,0.270823823619822,76,17,55,0.223684210526316,0.263226840379268,0.002751255502511,"protein_coding"
"Naa35_chr13_59585259_59635922_+_ENSMUSG00000021555.15_ENSMUSG00000021555.15.unspliced",-0.103791964,0.038688409,0.315731206,0.209954292164881,0.163118739437704,0.238395031072712,80,21,57,0.2625,0.303334029536652,0.0644329422166553,"protein_coding"
"Naa38_chr11_69395487_69396680_+_ENSMUSG00000059278.9_ENSMUSG00000059278.9.unspliced",0.107112215,0.13395565,0.138211105,0.077978589121106,0.100488799326206,0.0655410216734151,NA,NA,NA,NA,NA,NA,"protein_coding"
"Naa40_chr19_7225668_7241183_-_ENSMUSG00000024764.10_ENSMUSG00000024764.10.unspliced",0.00429322,0.505289831,0.715891709,0.254249542602783,0.161709565181846,0.236904323138102,NA,NA,NA,NA,NA,NA,"protein_coding"
"Naa50_chr16_44139830_44163366_+_ENSMUSG00000022698.17_ENSMUSG00000022698.17.unspliced",0.115909914,0.365674308,0.548699307,0.170792262570099,0.286231293305241,0.263395183366661,63,10,49,0.158730158730159,0.333356825030198,0.0548975916486066,"protein_coding"
"Naa60_chr16_3872375_3904770_+_ENSMUSG00000005982.14_ENSMUSG00000005982.14.unspliced",0.26356171,0.554473704,0.48997614,0.163576410572538,0.177860939128986,0.216399695600921,75,15,54,0.2,0.161943899136369,-0.044349210616102,"protein_coding"
"Naa60_chr16_3872375_3904770_+_ENSMUSG00000005982.14_ENSMUST00000176625.7",0.073681697,-0.145002226,-0.366041858,0.0698060820863822,0.0983319850165203,0.117824182943752,74,26,44,0.351351351351351,0.435754333596823,-0.0162370446578265,"protein_coding"
"Naaa_chr5_92257659_92278170_-_ENSMUSG00000029413.14_ENSMUSG00000029413.14.unspliced",0.020348589,0.073516516,0.167881119,0.0558461947007403,0.0266467371707385,0.0249441209272255,72,34,36,0.472222222222222,0.251019957450111,-0.00731569065079533,"protein_coding"
"Naalad2_chr9_18321951_18402995_-_ENSMUSG00000043943.14_ENSMUST00000166825.7",NA,NA,NA,0.037243998022504,0.100869781352651,0.0478167665699278,NA,NA,NA,NA,NA,NA,"protein_coding"
"Naaladl1_chr19_6105782_6115792_+_ENSMUSG00000054999.2_ENSMUSG00000054999.2.unspliced",-0.181021471,0.121099069,0.114437871,0.270842006004936,0.375035230936639,0.422592147924876,50,11,37,0.22,0.146402817957353,-0.0137328675087342,"protein_coding"
"Naaladl1_chr19_6105782_6115792_+_ENSMUSG00000054999.2_ENSMUST00000044451.3",-0.098053968,-0.226164105,-0.256564374,0.0977865609709863,0.18302847076024,0.227059417652476,49,16,31,0.326530612244898,0.1724445645959,-0.0172222222222222,"protein_coding"
"Nab1_chr1_52457294_52500679_-_ENSMUSG00000002881.14_ENSMUSG00000002881.14.unspliced",-0.048132836,0.246161792,0.57400354,0.174042678798485,0.130600297419268,0.119018111659671,76,24,45,0.31578947368421,0.235837899490728,0.120861678004535,"protein_coding"
"Nab2_chr10_127660918_127668568_-_ENSMUSG00000025402.12_ENSMUSG00000025402.12.unspliced",0.433321104,0.562436597,0.561241785,0.137409672082696,0.193535699780426,0.250462131972648,62,11,50,0.17741935483871,0.20253114218156,0.0383936533888228,"protein_coding"
"Nabp1_chr1_51465862_51478425_-_ENSMUSG00000026107.11_ENSMUSG00000026107.11.unspliced",-0.033173162,0.570025266,0.619821053,0.104598158043319,0.0753531449498531,0.111863197889009,71,27,42,0.380281690140845,0.306128874928715,0.114939711792962,"protein_coding"
"Nabp2_chr10_128401395_128411492_-_ENSMUSG00000025374.13_ENSMUSG00000025374.13.unspliced",0.050716256,0.599679605,0.609832533,0.0695009732719551,0.0569786996697293,0.0761841902840109,62,29,29,0.467741935483871,0.216743067409017,0.0971011797215432,"protein_coding"
"Naca_chr10_128035575_128048637_+_ENSMUSG00000061315.14_ENSMUSG00000061315.14.unspliced",-0.098536513,-0.038084749,0.340099322,0.154620045792264,0.217728959391758,0.191265170586003,73,21,49,0.287671232876712,0.613636943678228,0.223429404959509,"protein_coding"
"Nacad_chr11_6597823_6606053_-_ENSMUSG00000041073.10_ENSMUSG00000041073.10.unspliced",-0.192902416,0.299208273,0.076824062,0.0597734708060302,0.117266486944815,0.0912491600068484,67,37,29,0.552238805970149,0.104136924758844,0.0220181571532923,"protein_coding"
"Nacc1_chr8_84670479_84687902_-_ENSMUSG00000001910.5_ENSMUSG00000001910.5.unspliced",-0.017856391,0.06094558,0.44428622,0.256821624819538,0.268343766657537,0.323439199823716,64,13,48,0.203125,0.311412665969753,0.0072215122284274,"protein_coding"
"Nacc2_chr2_26055535_26123220_-_ENSMUSG00000026932.14_ENSMUSG00000026932.14.unspliced",-0.060831524,-0.207260323,-0.063817552,0.0662774085728319,0.099383756297473,0.191802817605961,94,48,38,0.51063829787234,0.169688827728258,0.0205475907044149,"protein_coding"
"Nadk_chr4_155562378_155591001_+_ENSMUSG00000029063.16_ENSMUSG00000029063.16.unspliced",-0.11563463,0.066610791,0.345835835,0.0723652512172978,0.301791728495756,0.38146079317448,NA,NA,NA,NA,NA,NA,"protein_coding"
"Nadk2_chr15_9071260_9110891_+_ENSMUSG00000022253.15_ENSMUSG00000022253.15.unspliced",-0.083413955,0.065703377,0.346089536,0.0748078122733326,0.238529700881032,0.277184159393838,67,15,46,0.223880597014925,0.274303623260439,0.00216246097814777,"protein_coding"
"Nadsyn1_chr7_143795584_143822849_-_ENSMUSG00000031090.14_ENSMUSG00000031090.14.unspliced",-0.133835482,0.253548735,0.481541904,0.0415042863802799,0.118534007908119,0.260905220267634,42,13,26,0.30952380952381,0.12997683659796,-0.0222392241602134,"protein_coding"
"Nae1_chr8_104511028_104534637_-_ENSMUSG00000031878.18_ENSMUSG00000031878.18.unspliced",-0.144270964,0.519492616,0.483571702,0.21880263161802,0.120375325150072,0.15313803265448,87,22,62,0.252873563218391,0.226313214962153,-0.0212975533076789,"protein_coding"
"Naf1_chr8_66860217_66890564_+_ENSMUSG00000014907.10_ENSMUSG00000014907.10.unspliced",-0.130810345,0.139515625,0.365884118,0.0595026721640246,0.129641797200536,0.229455386979857,79,26,50,0.329113924050633,0.124695851121598,0.100296242188134,"protein_coding"
"Naga_chr15_82329532_82338925_-_ENSMUSG00000022453.8_ENSMUSG00000022453.8.unspliced",-0.090379886,0.220380618,0.25290643,0.248619032892155,0.256853182490048,0.270884753842889,64,7,55,0.109375,0.223352383313642,0.0288145576291152,"protein_coding"
"Nagk_chr6_83794982_83804018_+_ENSMUSG00000034744.13_ENSMUSG00000034744.13.unspliced",0.393787399,0.496180657,0.447883306,0.133358980583185,0.115774056228019,0.16780819550104,46,17,24,0.369565217391304,0.189995034354964,-0.0275837237793302,"protein_coding"
"Naglu_chr11_101070012_101077672_+_ENSMUSG00000001751.9_ENSMUSG00000001751.9.unspliced",0.437000106,0.419444375,0.339966209,0.196314572579529,0.202335020614784,0.156963342843652,NA,NA,NA,NA,NA,NA,"protein_coding"
"Nagpa_chr16_5195289_5204012_-_ENSMUSG00000023143.10_ENSMUSG00000023143.10.unspliced",-0.138748788,0.120255376,0.300886126,0.0378458459488648,0.058544487486456,0.0332376922995962,69,30,37,0.434782608695652,0.20108045888584,-0.027674670859497,"protein_coding"
"Nags_chr11_102145513_102149477_+_ENSMUSG00000048217.11_ENSMUSG00000048217.11.unspliced",0.70634192,0.499833281,0.312306348,0.0654719082537377,0.147245534784611,0.071176223791101,NA,NA,NA,NA,NA,NA,"protein_coding"
"Naif1_chr2_32450457_32456953_+_ENSMUSG00000039164.2_ENSMUSG00000039164.2.unspliced",NA,NA,NA,0.15679652190638,0.14945656758111,0.194603236281154,46,16,27,0.347826086956522,0.127914018526606,-0.0313547858558146,"protein_coding"
"Nampt_chr12_32819545_32853349_+_ENSMUSG00000020572.8_ENSMUSG00000020572.8.unspliced",-0.044355664,0.538778307,0.78313887,0.0807685734595258,0.25436368370347,0.341201114429594,102,38,58,0.372549019607843,0.147136777666879,0.0362930747130998,"protein_coding"
"Nanos1_chr19_60755987_60759914_+_ENSMUSG00000072437.4_ENSMUST00000088237.5.monoexonic.unspliced",-0.115291592,0.295339393,0.45737161,0.19467304962009,0.172375732328245,0.151713971064686,68,19,43,0.279411764705882,0.11354841627736,-0.000990618262339018,"protein_coding"
"Nanos3_chr8_84173731_84185217_-_ENSMUSG00000056155.6_ENSMUSG00000056155.6.unspliced",-0.131276533,0.654946264,0.55640137,0.227533136906864,0.274354357427036,0.288410775958354,46,8,38,0.173913043478261,0.16139164375885,-0.0321980963712076,"protein_coding"
"Nans_chr4_46489248_46503632_+_ENSMUSG00000028334.10_ENSMUSG00000028334.10.unspliced",0.017538123,0.166511559,0.483306397,-0.0415202344401373,0.0283034021096631,0.0389939171789589,NA,NA,NA,NA,NA,NA,"protein_coding"
"Nap1l1_chr10_111473223_111498150_+_ENSMUSG00000058799.16_ENSMUSG00000058799.16.unspliced",-0.119151733,0.012806175,0.349218677,0.209515260197014,0.377272432957991,0.370787590684013,84,20,59,0.238095238095238,0.311193583143818,0.124390798212166,"protein_coding"
"Nap1l4_chr7_143513579_143549106_-_ENSMUSG00000059119.9_ENSMUSG00000059119.9.unspliced",0.045352006,0.120680936,0.397639317,0.167424719103972,0.190318622669057,0.222806378359837,87,9,74,0.103448275862069,0.262973250293805,0.0985049586952367,"protein_coding"
"Napa_chr7_16098458_16117975_+_ENSMUSG00000006024.13_ENSMUSG00000006024.13.unspliced",-0.085067852,0.565728961,0.744470084,0.217114585733916,0.201896023336285,0.160935180917972,52,15,35,0.288461538461538,0.260190781216014,0.0463254844987802,"protein_coding"
"Napb_chr2_148693985_148732467_-_ENSMUSG00000027438.14_ENSMUSG00000027438.14.unspliced",-0.034098343,0.353398599,0.634383309,0.259964205133157,0.182349137169089,0.216591979283271,80,31,48,0.3875,0.222299182839943,0.0221323986658376,"protein_coding"
"Napepld_chr5_21662901_21701396_-_ENSMUSG00000044968.16_ENSMUSG00000044968.16.unspliced",0.047749116,-0.077681292,0.164953471,0.129484801801906,0.0974321298082232,0.0922847310719071,60,24,32,0.4,0.161135488680138,0.00403705812328557,"protein_coding"
"Napg_chr18_62977831_62999450_+_ENSMUSG00000024581.13_ENSMUSG00000024581.13.unspliced",-0.133678326,0.086037562,0.324785069,0.235898459437251,0.21013414198641,0.199781240847371,89,15,73,0.168539325842697,0.28874925231352,0.0651973696328906,"protein_coding"
"Napg_chr18_62977831_62999450_+_ENSMUSG00000024581.13_ENSMUST00000235372.1",-0.036106326,-0.213643662,-0.356350985,0.290813148577924,0.271778130399533,0.265451024371935,NA,NA,NA,NA,NA,NA,"protein_coding"
"Naprt_chr15_75890956_75894481_-_ENSMUSG00000022574.7_ENSMUSG00000022574.7.unspliced",NA,NA,NA,0.118915843622446,0.174579003360504,0.329528933877963,54,16,34,0.296296296296296,0.11059060246975,-0.0249316617965878,"protein_coding"
"Narf_chr11_121237253_121255856_+_ENSMUSG00000000056.7_ENSMUSG00000000056.7.unspliced",-0.027831849,0.587424967,0.650041326,0.127003801501943,0.0894050975676077,0.201276223438933,100,36,62,0.36,0.182420108889913,0.0377928904107949,"protein_coding"
"Nars_chr18_64499647_64516652_-_ENSMUSG00000024587.10_ENSMUSG00000024587.10.unspliced",-0.066978686,0.488924971,0.472924464,0.186865140138708,0.182383587052534,0.212743108049066,59,17,41,0.288135593220339,0.35820482482935,0.0839572482638889,"protein_coding"
"Nars2_chr7_96951505_97064758_+_ENSMUSG00000018995.12_ENSMUSG00000018995.12.unspliced",-0.091899153,0.201645103,0.471389988,0.0348604827191987,0.185387188256157,0.120423524034968,68,30,37,0.441176470588235,0.183460837584843,0.00668655762161011,"protein_coding"
"Nars2_chr7_96951505_97064758_+_ENSMUSG00000018995.12_ENSMUST00000107159.2",-0.13801814,-0.198926114,-0.310393887,0.151013584790532,0.102672146732909,0.13210628017526,98,17,77,0.173469387755102,0.428906825460319,0.110954631379962,"protein_coding"
"Nasp_chr4_116601052_116627941_-_ENSMUSG00000028693.15_ENSMUSG00000028693.15.unspliced",-0.027268549,0.145345381,0.174399308,0.201889792660987,0.345318906253015,0.313073449156264,NA,NA,NA,NA,NA,NA,"protein_coding"
"Nat10_chr2_103721256_103761270_-_ENSMUSG00000027185.15_ENSMUSG00000027185.15.unspliced",-0.159584589,-0.095430848,0.170141906,0.276837027339155,0.415944748259296,0.41605578862088,86,3,82,0.0348837209302326,0.269291536091424,0.0582856919100948,"protein_coding"
"Nat14_chr7_4922028_4925006_+_ENSMUSG00000035285.6_ENSMUSG00000035285.6.unspliced",-0.160283638,0.137358831,0.182503322,0.0151093504341009,0.0237299370107365,0.114121342181531,45,22,23,0.488888888888889,0.138815797370089,-0.0200107497984413,"protein_coding"
"Nat14_chr7_4922028_4925006_+_ENSMUSG00000035285.6_ENSMUST00000047309.5",0.094432437,-0.298497634,-0.282841676,-0.0843205547711356,-0.0129308136716831,0.0664500466687025,55,26,27,0.472727272727273,0.205695163055009,-0.0247237889206521,"protein_coding"
"Nat2_chr8_67494858_67502584_+_ENSMUSG00000051147.10_ENSMUSG00000051147.10.unspliced",-0.156076833,-0.13655857,0.084029361,0.415134922761973,0.318992283579335,0.177693946057795,94,24,65,0.25531914893617,0.122766866205717,0.0162490123880086,"protein_coding"
