"target_id","length.x","Median_tpm","chrom_average","cyto_average","chrom_enrichment","alyref_rpm_less_igg","ciz1_rpm_less_igg","hnrnpc_rpm_less_igg","hnrnpk_rpm_less_igg","hnrnpl_rpm_less_igg","hnrnpm_rpm_less_igg","hnrnpu_rpm_less_igg","khdrbs1_rpm_less_igg","lbr_rpm_less_igg","matrin3_rpm_less_igg","nudt21_rpm_less_igg","nxf1_rpm_less_igg","pabpn1_rpm_less_igg","ptbp1_rpm_less_igg","rbm15_rpm_less_igg","ring1b_rpm_less_igg","rybp_rpm_less_igg","safb_rpm_less_igg","sfpq_rpm_less_igg","spen_rpm_less_igg","srsf1_rpm_less_igg","supt16h_rpm_less_igg","tia1_rpm_less_igg","u2af35_rpm_less_igg","u2af65_rpm_less_igg","xrn2_rpm_less_igg","ythdc1_rpm_less_igg"
"Pax9_chr12_56691767_56712822_+_ENSMUSG00000001497.18_ENSMUSG00000001497.18.unspliced",21056,0.1919965,2.203245,0.04001075,0.982164,0,0,0.163361,0.414766,0,0,0.538495,0,0.0080858,0,0.0233592,0.146946,0,0.227115,0,0,0,0,0,0,0.0203301,0,0,0,0,0,1.56673
"Paxbp1_chr16_91014037_91044543_-_ENSMUSG00000022974.12_ENSMUSG00000022974.12.unspliced",30507,3.885755,36.8115,1.72598,0.955213,-0.24609,0,49.1028,30.1956,33.525,64.6822,35.8811,0,0,19.2818,16.5189,0.848639,1.75262,9.87242,0,0,0.84415,9.88874,0.58189,2.83006,18.2756,1.59363,16.8422,40.8469,51.3495,0.661229,50.8191
"Paxbp1_chr16_91014037_91044543_-_ENSMUSG00000022974.12_ENSMUST00000118522.7",3973,15.6157,55.0623,17.97315,0.753912,29.6333,-0.00804214,-1.22891,-1.35815,-1.14142,-1.59296,-2.16273,-0.00804214,-0.00804214,-1.27107,8.0557,55.4508,101.378,-0.935869,2.75575,-0.00804214,-0.310634,-0.742612,-0.196848,0.08948,39.9849,37.1283,-0.717874,8.3983,9.1472,-0.184969,34.5324
"Paxip1_chr5_27740080_27791691_-_ENSMUSG00000002221.11_ENSMUSG00000002221.11.unspliced",51612,2.217205,24.4041,0.741433,0.9705143,0.380611,0,15.1039,32.6852,14.5261,44.3047,45.9032,0.985346,0.106815,45.0916,0.327062,1.08797,4.04932,29.5588,0.669779,0.883193,0,17.0647,1.56528,5.64587,0.206176,0.401814,8.767,11.1829,23.4333,1.5647,2.49166
"Paxx_chr2_25455141_25461094_-_ENSMUSG00000047617.11_ENSMUSG00000047617.11.unspliced",5954,0.1484385,1.394786,0.09344705,0.9372094,0,0,0,0.586984,0,0.184388,0,0,0,0,0.451973,0.433094,0.006927,0,0,-0.0321686,0,1.15794,0.08927,0.726051,0.37558,0,0,0.666019,0.449576,0.101612,0.73819
"Pbdc1_chrX_105079756_105117090_+_ENSMUSG00000031226.13_ENSMUSG00000031226.13.unspliced",37335,2.231365,18.62985,1.029133,0.9476507,0,0,32.4567,34.4295,14.9776,3.76954,29.3277,0.535565,0.784641,9.85721,15.1096,1.79752,5.68964,9.64194,3.44646,0.88712,1.39781,18.8546,0.412004,3.96331,6.87808,1.49058,23.4507,22.0212,47.9552,3.38515,7.46256
"Pbk_chr14_65805837_65817822_+_ENSMUSG00000022033.9_ENSMUSG00000022033.9.unspliced",11986,0.8990495,12.06782,0.382094,0.9693095,0.143838,0,2.9632,1.90209,0.812245,2.11279,1.25235,0,0,1.10715,0.276233,0.0269522,0.0593895,0.531787,0,0,0.039848,0.390564,0,0.225521,0,0.0194641,0.179224,1.01475,0,0.983988,0
"Pbld2_chr10_63024315_63058813_+_ENSMUSG00000020072.15_ENSMUSG00000020072.15.unspliced",34499,0.06254565,0.661091,0.0194357,0.9714402,0,0,0.135654,0.469738,0.0877901,0.283474,0.392825,0.162678,0,1.12826,0.449198,0.0594877,0.184324,0.31036,0,0,0.112883,0.727986,0.111652,0.387648,0.0163032,0.0577906,0.235862,0.147855,0.400077,0.107775,0.81884
"Pbrm1_chr14_31019138_31121592_+_ENSMUSG00000042323.17_ENSMUSG00000042323.17.unspliced",102455,1.763015,21.6187,0.647751,0.9709091,0.620997,0,72.9769,35.1814,46.7796,35.4148,56.3287,1.85752,-0.137578,63.3338,1.4806,0.627438,0.335335,11.1714,0.603405,0.059138,0.222307,17.1606,0.376993,0.0448698,0.59553,0.552612,5.82761,14.7457,37.2861,0.925385,0.373711
"Pbrm1_chr14_31019138_31121592_+_ENSMUSG00000042323.17_ENSMUST00000022474.13",4843,1.587855,20.70645,2.55506,0.8901593,3.37064e-07,0,0,0.0795776,0.672149,-0.325467,0,-1.22395,0,-0.21499,0.202941,2.19533,35.2699,-1.1381,-0.145909,0.09353,0.0216814,0.155438,0.15073,-0.00804214,0.0297806,0.357616,0.442705,0.214922,0,0.170825,31.5138
"Pbx1_chr1_168119364_168432270_-_ENSMUSG00000052534.15_ENSMUSG00000052534.15.unspliced",312907,0.2659595,4.08386,0.0392639,0.9904771,0.0558506,1.61701,25.0924,12.5273,18.499,25.5577,34.7928,5.29897,1.49423,72.1783,3.15901,3.72321,1.59332,19.8769,2.66966,2.81351,0.804572,40.3466,22.4315,26.7107,0.671528,0.345635,13.1007,1.91497,1.23298,5.52661,2.4669
"Pbx2_chr17_34591266_34597400_+_ENSMUSG00000034673.14_ENSMUSG00000034673.14.unspliced",6135,0.495496,3.967515,0.5390915,0.8803775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pbx3_chr2_34171457_34373142_-_ENSMUSG00000038718.15_ENSMUSG00000038718.15.unspliced",201686,4.22548,59.65705,0.6962185,0.9884643,0.688673,0.210565,234.887,218.217,166.784,147.874,333.302,17.1533,1.72142,388.319,7.51895,4.17195,63.1162,273.637,3.90094,3.05347,2.00635,128.103,27.6935,106.013,0.187947,1.01524,153.246,13.8291,106.911,5.66032,0.185112
"Pbx4_chr8_69832491_69872292_+_ENSMUSG00000031860.17_ENSMUSG00000031860.17.unspliced",39802,1.247235,19.39685,0.488235,0.9754472,0.0452863,0.166901,29.4705,20.7275,47.5944,5.71292,22.5785,0.632722,0.459431,10.5482,1.11311,0.664306,9.91592,2.87756,0.882827,0.574725,0.221601,16.1382,8.39233,29.5062,2.30246,1.92788,13.4835,0.668168,1.92929,8.18815,1.60861
"Pbxip1_chr3_89436706_89450952_+_ENSMUSG00000042613.9_ENSMUSG00000042613.9.unspliced",14247,1.35175,16.5594,0.5684395,0.966812,0,0,0,2.47443,9.91171,0,13.65,0.814496,0.258332,0.0193485,0,0.151674,0,20.507,0,0.507896,0.231676,5.38365,0,0,1.80399,0,0,0,0,0,0.213305
"Pcbd1_chr10_61089331_61094324_+_ENSMUSG00000020098.7_ENSMUSG00000020098.7.unspliced",4994,0.1455195,1.527137,0.1397025,0.9161872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pcbd2_chr13_55727368_55776830_+_ENSMUSG00000021496.12_ENSMUSG00000021496.12.unspliced",49463,0.6045635,7.33261,0.2575685,0.9660656,0.467479,7.96237,7.87045,3.87673,10.5148,12.2213,5.9666,13.026,1.68784,8.49568,1.34253,0.81812,3.09912,4.78734,4.18613,0.789844,0.0922414,10.2723,10.0666,12.07,0.720646,0.502303,6.56855,3.95955,0.430587,4.16779,0.486748
"Pcbp2_chr15_102470539_102500061_+_ENSMUSG00000056851.14_ENSMUSG00000056851.14.unspliced",29523,8.20271,96.96165,2.84262,0.9715181,0,0,300.877,58.4963,27.0432,24.7907,24.4579,0.833362,0,25.0355,7.91056,0,8.07628,32.9679,0,0,0,4.97414,0,0,0,0,19.9336,6.45864,73.5219,0.090549,0
"Pcbp2_chr15_102470539_102500061_+_ENSMUSG00000056851.14_ENSMUST00000078404.14",3222,3.29378,21.73175,0.02638694,0.9987873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pcbp3_chr10_76761857_76961887_-_ENSMUSG00000001120.15_ENSMUSG00000001120.15.unspliced",200031,0.7601245,10.2839,0.1370565,0.986848,0.362674,0.713307,44.0286,46.3501,36.7247,58.5924,70.7514,7.19478,4.07073,115.076,12.0092,7.28822,2.99855,47.4811,3.78644,3.48568,2.79492,63.684,17.1909,32.7368,8.39725,1.55192,36.9152,9.36266,16.6839,12.6211,34.0779
"Pcbp4_chr9_106453291_106464012_+_ENSMUSG00000023495.13_ENSMUSG00000023495.13.unspliced",10722,2.07376,23.09215,0.9417875,0.9608143,0,0,0.908583,23.9325,1.31034,0,7.83934,0,0,9.50202,0,0.200932,0,0.0434946,0,0,0,1.43571,1.78341,5.61029,0.645619,0,0.465502,0,0,0.304834,0.0032554
"Pcca_chr14_122534324_122891100_+_ENSMUSG00000041650.15_ENSMUSG00000041650.15.unspliced",356777,0.8010075,10.27436,0.1212045,0.9883407,0.413205,0.925419,52.4136,60.4784,57.7517,62.6318,83.5544,10.0438,6.87757,166.541,20.6542,6.73443,4.51454,75.556,5.8555,3.18382,4.15425,84.2931,14.2634,25.5234,8.4613,1.87739,32.2643,14.676,28.5973,9.39556,35.4024
"Pccb_chr9_100982032_101034898_-_ENSMUSG00000032527.13_ENSMUSG00000032527.13.unspliced",52867,0.5909135,6.250535,0.2096185,0.9675521,0.33794,-0.00808493,15.174,6.52409,5.40754,7.75737,5.89779,-0.00805364,0.93569,15.5329,1.30594,0.51474,1.66138,13.304,0.982983,1.07248,0.890333,5.97287,1.11405,1.29942,1.89138,0.064261,3.6304,1.21241,3.86514,2.06217,0.814049
"Pcdh1_chr18_38185914_38212053_-_ENSMUSG00000051375.15_ENSMUSG00000051375.15.unspliced",26140,0.9495545,10.9782,0.3084575,0.9726706,0,0.681568,0.169568,3.90026,5.78359,1.37921,7.35136,0.839644,0.174433,6.97981,0.200025,-0.149729,0.0400797,0.108736,0,0,0,4.35728,5.00163,8.10738,0.632006,0.184853,3.54691,0,0,3.62716,0.238973
"Pcdh12_chr18_38267089_38284402_-_ENSMUSG00000024440.13_ENSMUSG00000024440.13.unspliced",17314,0.09899835,1.541885,0.07096516,0.9560002,0,0.345929,0,0,0.191654,0,0.375063,0,0,0.734841,0,0.182408,0,0.173978,0,0,0,0.022416,0,0,0,0,0,0,0,0,0
"Pcdh7_chr5_57717967_58133230_+_ENSMUSG00000029108.14_ENSMUST00000094783.6",3752,0.307789,0.3167555,0,1,0,0,0,0,0,0,0,0,0,0,0,0.188921,0.119156,0,0.248205,0,0,0,0,0,0,0,0,0,0,0,0
"Pcdhga1_chr18_37661793_37841873_+_ENSMUSG00000103144.1_ENSMUSG00000103144.1.unspliced",180081,0.234574,1.373685,0.0131352,0.9905285,0,0.000618791,0,0.260071,0,0,3.88283,-0.612887,-0.98464,0,1.39151,7.36558,0,0,5.19415e-09,0,0,26.7262,0,0,2.11128,0.864515,0,-0.273642,0,3.01292e-10,83.3616
"Pcdhga1_chr18_37661793_37841873_+_ENSMUSG00000103144.1_ENSMUST00000194888.1",3247,0.2563275,3.088265,0,1,0,0.236174,0,0,0,0.37998,0,0.822663,0.310832,0,0.746297,0.508169,0.081743,0,0.287766,0,0,1.10188,0,0,0.0742743,0.349132,0,0.133477,0,0.228661,10.7292
"Pcdhga2_chr18_37668953_37841870_+_ENSMUSG00000103332.1_ENSMUSG00000103332.1.unspliced",172918,0.826036,6.59899,0.0329267,0.9950351,0,0,1.80184,15.1731,7.74333,0.045933,24.6754,37.4154,4.1384,2.43512,18.8116,0.0231231,0,0,5.54743,0,0.783044,51.5711,5.75043,5.68297,2.08818,0,10.7003,0,1.58859,3.57137,35.8598
"Pcdhga3_chr18_37674307_37841873_+_ENSMUSG00000104346.1_ENSMUST00000073447.7",4720,0.8405995,1.59214,0.430234,0.7872629,0.0424142,-0.0018803,0,0,0,0,0,0,2.76126,0,2.6617,0.488683,0,0,1.01965,0,0.453679,3.81405,0,0,2.23126,0.520258,1.79874e-05,0,0,0,55.6461
"Pcdhga5_chr18_37694380_37841873_+_ENSMUSG00000103567.1_ENSMUST00000193414.1",4664,1.35132,2.36359,0.2553867,0.9024861,0,0.206918,0,0,0,0,0,3.0868,0.78121,0,7.51264,2.62704,0,0,1.29731,0,0,7.01957,0,0,1.00245,0,0,0.0140083,0,-0.0651166,68.7872
"Pced1a_chr2_130417247_130424701_-_ENSMUSG00000037773.14_ENSMUSG00000037773.14.unspliced",7455,2.37243,19.5241,1.49026,0.9290837,0,0,0.284823,0,4.80092,0,11.7687,0,0,0,0,3.21558,-0.0102548,0,0,0,0,10.8623,0,0,3.76845,0,0.0181293,2.84683,0,0.556069,59.0264
"Pced1a_chr2_130417247_130424701_-_ENSMUSG00000037773.14_ENSMUST00000110277.1",1689,2.38465,7.41004,2.139395,0.7759663,0,0,0,0,-0.816842,0,-1.86989,0,0,0,0,-0.08558,1.01541,0,0,0,0,-2.32613,0,0.0110065,1.15211,0,0,0.10294,0,-0.0804214,2.28119
"Pced1b_chr15_97247107_97385680_+_ENSMUSG00000044250.8_ENSMUSG00000044250.8.unspliced",138574,1.0483,9.26709,0.3739965,0.9612081,0,2.25129,31.1896,41.3424,34.0059,29.7192,55.1079,7.94351,1.84853,63.7296,6.53965,2.61702,4.88063,21.2428,2.01388,2.35725,2.15083,46.9645,18.7952,36.8407,10.45,1.35584,21.1772,2.78602,3.873,12.5418,12.7654
"Pcf11_chr7_92643543_92669934_-_ENSMUSG00000041328.16_ENSMUSG00000041328.16.unspliced",26392,2.76608,34.60355,1.29495,0.9639275,0.0487587,0,37.2261,4.35906,17.506,6.86387,1.66047,0.585267,0.275722,3.79902,19.0617,-0.0259421,2.87984,0.234462,2.78223,0,0,2.82341,0,0.89708,0.14059,0.139928,3.76317,11.681,28.669,0,23.865
"Pcgf1_chr6_83077869_83080855_+_ENSMUSG00000069678.10_ENSMUSG00000069678.10.unspliced",2987,0.889183,6.67669,0.3540705,0.9496398,0.040961,0,0,0.196521,0,0,0,0,0.339928,0,0.794031,0.513499,0.112983,0,0.415541,0,0,0.710497,0,0,2.05564,0.917187,0,0.782552,3.74652,0.593582,2.66412
"Pcgf1_chr6_83077869_83080855_+_ENSMUSG00000069678.10_ENSMUST00000165164.8",918,2.31441,8.393435,1.48539,0.849639,0.508159,0,0,0,0,0,0,0,0.375792,0,-0.0633738,0.87221,0,0,0,0,0,-0.0450872,0,0,-0.614879,-0.281194,0,-0.116798,-0.71152,0,-0.255279
"Pcgf2_chr11_97688823_97700497_-_ENSMUSG00000018537.16_ENSMUSG00000018537.16.unspliced",11675,2.74217,26.7349,1.23293,0.9559161,0.366416,0,3.07522,10.6636,7.00852,21.2833,0,0,0,32.1301,0,0,1.74168,0,0,0,0,13.7311,14.7859,30.5056,0,0,20.8597,4.20925,4.65985,18.4031,0
"Pcgf3_chr5_108461232_108506976_+_ENSMUSG00000033623.13_ENSMUSG00000033623.13.unspliced",45745,2.16873,28.142,0.472906,0.9834734,0,0,29.0643,25.9874,25.8987,45.2584,28.6902,3.15001,0.119644,56.7498,0.272149,-0.00962974,0.93328,23.3233,-0.00962974,-0.00962974,0.181141,11.4797,0.426801,-0.00509457,0.847783,0.24379,0.141908,1.77227,3.76371,0.737847,0.27244
"Pcgf3_chr5_108461232_108506976_+_ENSMUSG00000033623.13_ENSMUST00000112597.7",2169,2.78459,18.24635,0.9013685,0.9529255,-0.25972,0,-6.9813,-4.67238,-2.37086,-1.6317,-3.87038,-2.21318,-0.76103,-2.11374,2.93252,0,-1.12053,-1.21666,0.0223855,0,0.079199,-2.22209,-0.198615,0,24.378,0.45293,0.33616,1.28606,5.52823,-1.74262,3.80371
"Pcgf5_chr19_36348309_36460970_+_ENSMUSG00000024805.16_ENSMUSG00000024805.16.unspliced",112662,2.512155,37.8422,0.4739265,0.9876311,0.288014,0.224896,50.1572,72.5201,157.108,78.5709,146.767,33.4139,1.25266,114.306,21.8182,8.48136,5.1022,22.6417,9.2327,0.52167,1.85261,138.095,47.7433,63.9619,17.5736,0.609916,53.6973,20.7802,18.9183,19.2636,45.0988
"Pcgf6_chr19_47033617_47050906_-_ENSMUSG00000025050.8_ENSMUSG00000025050.8.unspliced",17290,2.565135,19.70075,1.385425,0.934297,0.0054914,0,23.273,14.9193,4.74165,12.987,11.6193,0,0,0,1.3301,0.361222,0.217829,8.7732,0.0223855,0,0.330605,0.941314,0,0.2756,3.2783,1.46901,10.2769,5.79942,11.6138,1.51453,5.8086
"Pcid2_chr8_13077189_13105459_-_ENSMUSG00000038542.14_ENSMUSG00000038542.14.unspliced",28271,2.0547,20.7009,0.730194,0.9659283,0.0212071,0,36.0289,21.3564,15.8933,30.5173,17.0236,0.407363,0.0406797,28.9209,2.08648,0.405493,0.193961,16.8713,0.974287,0,0.0898213,2.14779,0.793626,1.62744,7.80359,0,9.12462,20.684,43.1473,1.75488,0
"Pcif1_chr2_164879304_164894454_+_ENSMUSG00000039849.6_ENSMUSG00000039849.6.unspliced",15151,1.037576,12.6284,0.8400405,0.937629,0,0,1.54134,0.64475,1.72058,1.2603,4.26735,1.28531,0,0,0,1.9061,0.820712,0,0,0,0,1.23495,0,1.48496,1.6657,0.237005,1.9665,0,0,2.63893,0
"Pck2_chr14_55540266_55551242_+_ENSMUSG00000040618.7_ENSMUSG00000040618.7.unspliced",10977,0.748422,9.32469,0.471294,0.9518891,0,0,0,6.7932,1.41837,0,2.42032,0,0,4.62339,0,0.481402,-0.025146,0.720347,0,0,0.194833,0,0,0,0,0,0.806351,0,4.53534,1.32681,0.250825
"Pck2_chr14_55540266_55551242_+_ENSMUSG00000040618.7_ENSMUST00000226519.1",4625,0.11127,1.76982,0.145107,0.9242232,0,0,-0.00804415,0,0.465583,0,0,0,0,0,0,0,0,0,0,0,0,0.731228,0,0,0,0,0.267759,0,0,0,0
"Pclaf_chr9_65890237_65903266_+_ENSMUSG00000040204.6_ENSMUSG00000040204.6.unspliced",13030,0.6592775,8.381145,0.2486675,0.9711851,0.0260968,0,3.29054,1.78387,2.1937,0,1.50651,0.136532,0.211929,3.16461,0.797462,0.221465,0.0290449,2.1519,0.765559,0.099427,0,2.64337,0.239063,0.34052,0.369188,0.394808,2.35751,0.893498,3.17811,0.269077,0.646152
"Pcm1_chr8_41239752_41332344_+_ENSMUSG00000031592.10_ENSMUSG00000031592.10.unspliced",92593,1.987375,22.0037,0.437457,0.9805065,0.291659,0,55.8931,43.7329,50.799,8.43957,38.6939,1.35532,0.782661,50.3201,5.97179,0.88266,1.81693,23.036,0.910975,0.959947,1.09627,9.95178,4.03727,4.79496,1.82532,0.168504,15.5034,24.6136,64.7299,2.87695,0.770661
"Pcmt1_chr10_7629373_7681136_-_ENSMUSG00000019795.17_ENSMUSG00000019795.17.unspliced",51764,1.325615,14.0092,1.283864,0.9160493,1.55386,0,14.4617,12.7304,13.971,4.44464,20.6257,0.718075,0.065457,23.9786,-0.004279,0.98589,8.07947,15.6775,0,0,0.6552,8.57195,2.99162,3.16887,1.45179,0.173372,7.57212,5.59755,14.3845,1.33512,3.09215
"Pcmtd1_chr1_7088920_7173628_+_ENSMUSG00000051285.17_ENSMUSG00000051285.17.unspliced",84709,1.677215,17.76545,0.4954915,0.972866,0.0053877,0.119054,29.4873,27.2172,33.2028,19.8536,39.7029,1.99288,4.57062,30.2145,4.01867,2.67912,3.27089,38.3384,0.386663,2.42962,2.45006,17.0209,5.49598,7.96802,0.845124,0.795656,13.5396,14.2122,23.5076,1.9234,1.85539
"Pcmtd2_chr2_181837854_181857461_+_ENSMUSG00000027589.14_ENSMUSG00000027589.14.unspliced",19608,1.249905,11.20444,0.778194,0.9350565,0.0283684,0,3.33825,2.06475,10.4087,3.06961,7.31457,2.68958,0.454348,3.53987,1.59525,0.537892,0.494813,7.78311,0.246241,0.11123,0.0204356,6.40497,0,0.759571,1.16721,0.0428269,3.08886,2.18531,3.77813,0.197217,0.863413
"Pcna_chr2_132249162_132253314_-_ENSMUSG00000027342.14_ENSMUSG00000027342.14.unspliced",4153,3.586215,23.8329,1.898945,0.9262025,0.125466,0,5.39115,6.67118,4.52555,0.225272,8.75459,0,0,0,0,0,0,0,0,0,0,1.40787,0,0,4.81956,0,4.90204,6.10394,17.6657,0,0
"Pcnp_chr16_56007245_56029739_-_ENSMUSG00000071533.11_ENSMUSG00000071533.11.unspliced",22495,4.934745,33.3544,2.482165,0.9307365,0,0,23.5182,41.9466,41.0656,14.4633,61.6542,0.386769,0.373366,9.27091,12.0365,0.44539,0.547271,4.89009,0.297313,0.833318,0.381573,13.6416,0,8.6455,0.227133,0.216666,9.85441,4.07721,10.8155,0.700299,2.84939
"Pcnt_chr10_76351263_76442786_-_ENSMUSG00000001151.10_ENSMUSG00000001151.10.unspliced",91524,1.253605,15.37983,0.343285,0.9781669,0.758291,0.23949,29.1244,38.9551,13.0977,71.878,26.2617,0.953487,0.593334,154.066,1.75772,0.28787,0.388906,40.1531,0.439621,0.281379,0,1.97168,0.270678,0.228795,20.4845,2.2696,11.0358,15.7229,27.265,2.23574,1.44344
"Pcnx_chr12_81860023_82000924_+_ENSMUSG00000021140.9_ENSMUSG00000021140.9.unspliced",140902,0.9033765,11.67606,0.1996955,0.9831846,-0.018131,0.553082,29.0395,32.7317,29.0408,46.7346,41.0876,5.11596,0.804,122.429,4.63993,2.50165,1.67046,24.9931,0.913386,1.07984,0.583929,23.9244,7.85672,17.1574,3.82846,0.331836,17.4497,8.69157,17.8293,5.39954,3.19307
"Pcnx2_chr8_125751508_125898317_-_ENSMUSG00000060212.13_ENSMUSG00000060212.13.unspliced",146810,0.08138355,0.9857125,0.02187715,0.9782876,0,0,1.82247,0.933449,1.64336,0.842912,0.846242,0.850522,0.298698,0.182219,0.642742,0.555165,0.0272545,0.623534,0.327723,0.396037,0.234872,1.47523,0.704308,1.47511,0,0.223751,0.31438,0.256328,0.307239,1.83509,0.156877
"Pcnx2_chr8_125751508_125898317_-_ENSMUSG00000060212.13_ENSMUST00000047239.12",7236,0.1923815,0.7925935,0.1712795,0.8223008,0.199645,0,0,0,0,-0.0558209,-0.0482529,0,0,0,0,1.30238,1.09568,0,0,0.247736,-0.0482529,-0.0876094,-0.0983145,-0.0482529,0,0.96423,0,0,-0.098308,-0.0094605,0
"Pcnx2_chr8_125751508_125898317_-_ENSMUSG00000060212.13_ENSMUST00000131127.2",3782,0.12809,1.856535,0.03201185,0.9830495,0.197451,0,-0.0010435,-0.0160843,-0.0402107,0.0283157,0.0312814,0.122931,0.0218272,0,-0.056295,2.75358,-0.0541926,0.0652419,0.471192,0,0,0,0,0.0984438,0.254561,0.015525,-0.0160843,0.0660599,0.098721,-0.0229251,0
"Pcnx3_chr19_5664635_5688908_-_ENSMUSG00000054874.12_ENSMUSG00000054874.12.unspliced",24274,1.00751,12.61265,0.2503365,0.9805382,-0.015783,0,4.86902,6.01329,6.34505,7.31399,6.9092,0,0,4.65864,0,0.171211,0,1.25556,0,0,0,3.70584,0,1.81882,0.346834,0,0.582839,0,0,0.84294,2.09747
"Pcnx3_chr19_5664635_5688908_-_ENSMUSG00000054874.12_ENSMUST00000068169.11",5276,0.5335089,8.343975,1.824653,0.8205606,3.70065,0,-2.26468,-0.268698,-0.38452,-1.31667,-0.950237,-0.120632,-0.120632,-1.08687,-0.120632,0,-0.120632,22.5083,-0.120632,0,0,-0.574599,0,-0.498106,0.46675,-0.120632,-0.238907,0,-0.120632,-0.167536,0
"Pcnx4_chr12_72536383_72580119_+_ENSMUSG00000034501.7_ENSMUSG00000034501.7.unspliced",43737,0.7729275,6.28667,0.3385365,0.9489017,0.183239,0,3.66612,2.31253,2.36654,12.7066,3.66438,0.277784,0,41.8077,3.33042,0.113044,0.039991,5.76226,1.19959,0,0.185984,10.4409,0.3226,0.150524,3.41519,0.170601,1.19211,1.76892,2.30371,0.128535,20.6188
"Pcolce_chr5_137605103_137613784_-_ENSMUSG00000029718.14_ENSMUSG00000029718.14.unspliced",8682,0.1943175,3.11172,0.198822,0.9399428,-0.00830166,-0.00961269,1.27846,1.30798,0,0,0,0,0.0160461,0.103151,0,0,0,0.432567,0.0261982,0.101307,0,0.97432,0,0.0609615,0.0647073,-0.00948434,0.296204,0.584508,0.634412,0.447461,0.162834
"Pcsk1n_chrX_7919822_7924410_+_ENSMUSG00000039278.10_ENSMUSG00000039278.10.unspliced",4589,4.196585,13.0821,2.49049,0.8400722,0,0,0,0.0197816,0,0,0,0,0,0.0193315,0,0,0,0,0,0,0,0,0,0,5.51835,0,0,37.7201,53.8058,0,0
"Pcsk4_chr10_80321283_80329498_-_ENSMUSG00000020131.14_ENSMUSG00000020131.14.unspliced",8216,0.368019,2.58626,0.229895,0.9183656,0.0287874,0,0,1.8903,0,0.127421,0.154613,0,0,0,3.71394,0.635719,1.03378,0,0,0,0.138332,1.77274,0.0223184,0.670161,3.53603,1.04566,0.191382,0.110871,0,0.326486,5.14694
"Pcsk4_chr10_80321283_80329498_-_ENSMUSG00000020131.14_ENSMUST00000020340.14",2539,0.6237035,2.153132,0.530845,0.802217,1.96557,0,0,-0.0467563,0,-0.11259,-0.0562755,0,0,0,1.25791,2.42883,8.38269,0,0,0,0.203799,-0.139745,0,0.58301,1.21613,1.05777,-0.11259,0.168953,0,0.147522,1.7772
"Pcsk5_chr19_17432319_17837632_-_ENSMUSG00000024713.16_ENSMUST00000050715.9",5768,0.380075,1.684344,0.414983,0.8023257,1.38438,0,-0.029906,-0.144759,-0.168885,-0.067854,-0.273433,0,0.130542,-0.160843,0.192262,2.64049,0.391027,-0.126038,0.660041,-0.0581754,0.150293,-0.061361,0,0.0675958,0.544878,0.643027,-0.0160843,0.0699736,-0.0643372,0.0757971,0.118036
"Pcsk6_chr7_65861734_66050386_+_ENSMUSG00000030513.14_ENSMUSG00000030513.14.unspliced",188653,1.35753,16.9783,0.2799865,0.9837767,-0.0657584,6.12789,48.5912,101.226,98.2853,40.445,148.34,14.2039,2.53777,116.021,11.5097,1.4063,2.73804,40.3036,9.99845,3.74542,2.04098,134.564,40.8479,53.3333,4.88267,0.485952,61.8154,6.58815,11.2202,28.3143,8.83176
"Pcsk7_chr9_45906497_45929726_+_ENSMUSG00000035382.9_ENSMUSG00000035382.9.unspliced",23230,1.26739,16.04615,0.4167855,0.9746834,0,0,3.04307,11.0875,10.1983,0,7.05878,0.755757,0,25.4461,0,0.14172,1.79817,11.1652,0.319551,0.430476,0,4.02883,0.267879,0.220148,2.09215,0.244822,0.79968,3.48759,4.1509,0.82306,2.93317
"Pctp_chr11_89982665_90002894_-_ENSMUSG00000020553.8_ENSMUSG00000020553.8.unspliced",20230,0.9831145,11.61562,0.3071645,0.9742372,0,0,2.41217,2.21645,3.65332,3.04026,6.81156,0.517278,0.0380444,13.7957,0.353924,0.167228,0,0.260172,0.588325,0.495807,0.482632,3.59784,1.3083,2.01006,1.10252,0,1.88859,0.24083,0.359413,1.35098,0.41072
"Pcx_chr19_4510472_4621752_+_ENSMUSG00000024892.17_ENSMUSG00000024892.17.unspliced",111281,0.415241,5.873785,0.1485667,0.9753308,0,0.949326,8.3238,7.90985,5.99209,12.5185,11.8914,1.65886,1.15904,76.7696,2.80673,2.75595,1.9417,20.7289,3.24803,1.54449,0,18.2343,3.62541,9.36136,1.29281,0.115609,7.42005,0.394855,1.6042,3.31226,4.2168
"Pcyox1_chr6_86386006_86397154_-_ENSMUSG00000029998.14_ENSMUSG00000029998.14.unspliced",11149,0.9878935,9.171995,0.2007535,0.9785811,0,0,0.697523,0,0.295271,0,0.395532,0,0.0278936,0,0,0.0529812,1.34229,0.0217473,0.0223855,0,0,0.347168,0,0.513932,0,0.227028,0.360679,0,0,0.33888,0.620363
