"genes","total_intra","rare","prev","rare_ratio"
"Lipe_chr7_25379527_25398710_-_ENSMUSG00000003123.15_ENSMUSG00000003123.15.unspliced",62,15,47,0.241935483870968
"Lipg_chr18_74939322_74961263_-_ENSMUSG00000053846.5_ENSMUSG00000053846.5.unspliced",36,14,18,0.388888888888889
"Liph_chr16_21953817_21995663_-_ENSMUSG00000044626.13_ENSMUSG00000044626.13.unspliced",60,16,41,0.266666666666667
"Lipt1_chr1_37871738_37876228_+_ENSMUSG00000037216.5_ENSMUSG00000037216.5.unspliced",64,12,48,0.1875
"Litaf_chr16_10959275_11066157_-_ENSMUSG00000022500.15_ENSMUSG00000022500.15.unspliced",73,25,44,0.342465753424658
"Lix1l_chr3_96601149_96626171_+_ENSMUSG00000049288.4_ENSMUSG00000049288.4.unspliced",90,59,31,0.655555555555556
"Llph_chr10_120227070_120232582_+_ENSMUSG00000020224.15_ENSMUSG00000020224.15.unspliced",77,29,45,0.376623376623377
"Lman1_chr18_65980738_66022580_-_ENSMUSG00000041891.16_ENSMUSG00000041891.16.unspliced",87,18,64,0.206896551724138
"Lman2_chr13_55343833_55362783_-_ENSMUSG00000021484.8_ENSMUSG00000021484.8.unspliced",79,20,54,0.253164556962025
"Lman2l_chr1_36419871_36445271_-_ENSMUSG00000001143.13_ENSMUSG00000001143.13.unspliced",54,13,37,0.240740740740741
"Lmbr1_chr5_29229802_29378390_-_ENSMUSG00000010721.15_ENSMUSG00000010721.15.unspliced",61,12,47,0.19672131147541
"Lmbr1_chr5_29229802_29378390_-_ENSMUSG00000010721.15_ENSMUST00000196321.4",87,33,50,0.379310344827586
"Lmbr1_chr5_29229802_29378390_-_ENSMUSG00000010721.15_ENSMUST00000200564.4",60,27,31,0.45
"Lmbr1l_chr15_98903917_98918231_-_ENSMUSG00000022999.15_ENSMUSG00000022999.15.unspliced",85,22,59,0.258823529411765
"Lmbrd1_chr1_24678630_24766301_+_ENSMUSG00000073725.8_ENSMUSG00000073725.8.unspliced",54,13,40,0.240740740740741
"Lmbrd2_chr15_9140550_9202483_+_ENSMUSG00000039704.7_ENSMUSG00000039704.7.unspliced",69,22,46,0.318840579710145
"Lmbrd2_chr15_9140550_9202483_+_ENSMUSG00000039704.7_ENSMUST00000090380.5",59,9,49,0.152542372881356
"Lmf1_chr17_25579085_25662826_+_ENSMUSG00000002279.19_ENSMUSG00000002279.19.unspliced",87,20,65,0.229885057471264
"Lmf1_chr17_25579085_25662826_+_ENSMUSG00000002279.19_ENSMUST00000141606.2",89,27,58,0.303370786516854
"Lmln_chr16_33062521_33127695_+_ENSMUSG00000022802.2_ENSMUSG00000022802.2.unspliced",60,22,36,0.366666666666667
"Lmna_chr3_88480147_88509956_-_ENSMUSG00000028063.15_ENSMUSG00000028063.15.unspliced",55,17,35,0.309090909090909
"Lmnb1_chr18_56707813_56753424_+_ENSMUSG00000024590.8_ENSMUSG00000024590.8.unspliced",95,34,55,0.357894736842105
"Lmnb2_chr10_80901203_80918245_-_ENSMUSG00000062075.13_ENSMUSG00000062075.13.unspliced",65,20,43,0.307692307692308
"Lmntd2_chr7_141209992_141214080_-_ENSMUSG00000025500.12_ENSMUSG00000025500.12.unspliced",43,10,31,0.232558139534884
"Lmntd2_chr7_141209992_141214080_-_ENSMUSG00000025500.12_ENSMUST00000026573.6",66,20,44,0.303030303030303
"Lmo1_chr7_109138572_109175207_-_ENSMUSG00000036111.8_ENSMUSG00000036111.8.unspliced",50,18,26,0.36
"Lmo4_chr3_144188530_144205220_-_ENSMUSG00000028266.17_ENSMUSG00000028266.17.unspliced",62,15,45,0.241935483870968
"Lmo7_chr14_101729957_101934710_+_ENSMUSG00000033060.16_ENSMUSG00000033060.16.unspliced",58,4,53,0.0689655172413793
"Lmo7_chr14_101729957_101934710_+_ENSMUSG00000033060.16_ENSMUST00000159314.7",69,15,49,0.217391304347826
"Lmtk2_chr5_144100436_144188204_+_ENSMUSG00000038970.7_ENSMUSG00000038970.7.unspliced",59,17,38,0.288135593220339
"Lmtk3_chr7_45783738_45804144_+_ENSMUSG00000062044.16_ENSMUSG00000062044.16.unspliced",65,16,49,0.246153846153846
"Lmx1b_chr2_33560965_33640608_-_ENSMUSG00000038765.14_ENSMUSG00000038765.14.unspliced",70,26,37,0.371428571428571
"Lncenc1_chr13_97434970_97497007_+_ENSMUSG00000078952.9_ENSMUSG00000078952.9.unspliced",75,3,68,0.04
"Lncpint_chr6_31082565_31220488_-_ENSMUSG00000044471.12_ENSMUSG00000044471.12.unspliced",71,8,59,0.112676056338028
"Lncpint_chr6_31082565_31220488_-_ENSMUSG00000044471.12_ENSMUST00000115107.7",78,25,49,0.320512820512821
"Lncpint_chr6_31082565_31220488_-_ENSMUSG00000044471.12_ENSMUST00000229076.1",54,14,38,0.259259259259259
"Lnpep_chr17_17521410_17625050_-_ENSMUSG00000023845.7_ENSMUSG00000023845.7.unspliced",86,34,49,0.395348837209302
"Lnpk_chr2_74520291_74579435_-_ENSMUSG00000009207.15_ENSMUSG00000009207.15.unspliced",58,10,48,0.172413793103448
"Lnx1_chr5_74592447_74702912_-_ENSMUSG00000029228.15_ENSMUSG00000029228.15.unspliced",92,28,59,0.304347826086957
"Lnx2_chr5_147016655_147076586_-_ENSMUSG00000016520.7_ENSMUSG00000016520.7.unspliced",84,4,75,0.0476190476190476
"Lockd_chr6_134929092_134956798_+_ENSMUSG00000098318.7_ENSMUSG00000098318.7.unspliced",111,21,84,0.189189189189189
"Lonp2_chr8_86624043_86723873_+_ENSMUSG00000047866.18_ENSMUSG00000047866.18.unspliced",99,7,83,0.0707070707070707
"Lonrf1_chr8_36216064_36249516_-_ENSMUSG00000039633.7_ENSMUSG00000039633.7.unspliced",83,9,67,0.108433734939759
"Lonrf3_chrX_36328353_36362341_+_ENSMUSG00000016239.11_ENSMUSG00000016239.11.unspliced",51,18,31,0.352941176470588
"Loxl1_chr9_58287738_58313186_-_ENSMUSG00000032334.10_ENSMUSG00000032334.10.unspliced",79,44,33,0.556962025316456
"Loxl2_chr14_69609068_69695834_+_ENSMUSG00000034205.16_ENSMUSG00000034205.16.unspliced",92,41,43,0.445652173913043
"Loxl3_chr6_83034173_83052562_+_ENSMUSG00000000693.10_ENSMUSG00000000693.10.unspliced",75,17,55,0.226666666666667
"Loxl3_chr6_83034173_83052562_+_ENSMUSG00000000693.10_ENSMUST00000000707.8",48,17,30,0.354166666666667
"Loxl4_chr19_42593982_42612813_-_ENSMUSG00000025185.14_ENSMUSG00000025185.14.unspliced",44,9,34,0.204545454545455
"Lpar1_chr4_58435255_58553898_-_ENSMUSG00000038668.14_ENSMUSG00000038668.14.unspliced",86,40,45,0.465116279069767
"Lpar2_chr8_69822429_69831102_+_ENSMUSG00000031861.16_ENSMUSG00000031861.16.unspliced",62,12,48,0.193548387096774
"Lpar6_chr14_73237895_73243294_+_ENSMUSG00000033446.7_ENSMUST00000044405.7.monoexonic.unspliced",117,31,82,0.264957264957265
"Lpcat1_chr13_73467197_73516422_+_ENSMUSG00000021608.15_ENSMUSG00000021608.15.unspliced",58,29,24,0.5
"Lpcat2_chr8_92855339_92919279_+_ENSMUSG00000033192.5_ENSMUSG00000033192.5.unspliced",58,21,32,0.362068965517241
"Lpcat2_chr8_92855339_92919279_+_ENSMUSG00000033192.5_ENSMUST00000046290.2",66,23,42,0.348484848484849
"Lpcat3_chr6_124663027_124704418_+_ENSMUSG00000004270.13_ENSMUSG00000004270.13.unspliced",60,15,43,0.25
"Lpgat1_chr1_191717834_191784255_+_ENSMUSG00000026623.16_ENSMUSG00000026623.16.unspliced",66,15,48,0.227272727272727
"Lpin1_chr12_16535669_16646966_-_ENSMUSG00000020593.16_ENSMUSG00000020593.16.unspliced",52,3,48,0.0576923076923077
"Lpin1_chr12_16535669_16646966_-_ENSMUSG00000020593.16_ENSMUST00000221297.1",63,9,54,0.142857142857143
"Lpin2_chr17_71182560_71249817_+_ENSMUSG00000024052.17_ENSMUSG00000024052.17.unspliced",82,30,48,0.365853658536585
"Lpin2_chr17_71182560_71249817_+_ENSMUSG00000024052.17_ENSMUST00000126681.7",73,12,59,0.164383561643836
"Lpin2_chr17_71182560_71249817_+_ENSMUSG00000024052.17_ENSMUST00000156570.7",83,25,55,0.301204819277108
"Lpin3_chr2_160880670_160906002_+_ENSMUSG00000027412.12_ENSMUSG00000027412.12.unspliced",64,16,45,0.25
"Lpp_chr16_24393507_24992578_+_ENSMUSG00000033306.15_ENSMUSG00000033306.15.unspliced",93,14,72,0.150537634408602
"Lpp_chr16_24393507_24992578_+_ENSMUSG00000033306.15_ENSMUST00000078988.9",104,12,88,0.115384615384615
"Lrba_chr3_86224680_86782692_+_ENSMUSG00000028080.16_ENSMUSG00000028080.16.unspliced",84,35,47,0.416666666666667
"Lrba_chr3_86224680_86782692_+_ENSMUSG00000028080.16_ENSMUST00000192145.5",81,27,52,0.333333333333333
"Lrch1_chr14_74754675_74947876_-_ENSMUSG00000068015.8_ENSMUSG00000068015.8.unspliced",57,16,38,0.280701754385965
"Lrch3_chr16_32914100_33015647_+_ENSMUSG00000022801.13_ENSMUSG00000022801.13.unspliced",68,10,57,0.147058823529412
"Lrch3_chr16_32914100_33015647_+_ENSMUSG00000022801.13_ENSMUST00000135193.8",86,37,47,0.430232558139535
"Lrch4_chr5_137629121_137641099_+_ENSMUSG00000093445.7_ENSMUSG00000093445.7.unspliced",80,28,49,0.35
"Lrfn1_chr7_28451980_28468242_+_ENSMUSG00000030600.15_ENSMUSG00000030600.15.unspliced",83,8,72,0.0963855421686747
"Lrfn2_chr17_48932379_49097588_+_ENSMUSG00000040490.4_ENSMUSG00000040490.4.unspliced",69,38,29,0.550724637681159
"Lrfn3_chr7_30355489_30362772_-_ENSMUSG00000036957.8_ENSMUSG00000036957.8.unspliced",95,21,69,0.221052631578947
"Lrguk_chr6_34029448_34134034_+_ENSMUSG00000056215.13_ENSMUSG00000056215.13.unspliced",63,24,39,0.380952380952381
"Lrif1_chr3_106684987_106736577_+_ENSMUSG00000056260.15_ENSMUSG00000056260.15.unspliced",84,9,73,0.107142857142857
"Lrif1_chr3_106684987_106736577_+_ENSMUSG00000056260.15_ENSMUST00000098750.4",77,25,50,0.324675324675325
"Lrig1_chr6_94604529_94700158_-_ENSMUSG00000030029.14_ENSMUSG00000030029.14.unspliced",50,18,29,0.36
"Lrig1_chr6_94604529_94700158_-_ENSMUSG00000030029.14_ENSMUST00000032105.10",38,14,24,0.368421052631579
"Lrig2_chr3_104396418_104511918_-_ENSMUSG00000032913.13_ENSMUSG00000032913.13.unspliced",57,5,50,0.087719298245614
"Lrig3_chr10_125966168_126015359_+_ENSMUSG00000020105.9_ENSMUSG00000020105.9.unspliced",60,7,50,0.116666666666667
"Lrp1_chr10_127538161_127621148_-_ENSMUSG00000040249.15_ENSMUSG00000040249.15.unspliced",83,29,50,0.349397590361446
"Lrp10_chr14_54464137_54471497_+_ENSMUSG00000022175.9_ENSMUSG00000022175.9.unspliced",90,43,45,0.477777777777778
"Lrp11_chr10_7589800_7625483_+_ENSMUSG00000019796.12_ENSMUSG00000019796.12.unspliced",77,38,35,0.493506493506494
"Lrp12_chr15_39870589_39943994_-_ENSMUSG00000022305.13_ENSMUSG00000022305.13.unspliced",63,10,51,0.158730158730159
"Lrp3_chr7_35200027_35215498_-_ENSMUSG00000001802.16_ENSMUSG00000001802.16.unspliced",99,40,52,0.404040404040404
"Lrp4_chr2_91457511_91513779_+_ENSMUSG00000027253.15_ENSMUSG00000027253.15.unspliced",86,44,38,0.511627906976744
"Lrp5_chr19_3584828_3686564_-_ENSMUSG00000024913.16_ENSMUSG00000024913.16.unspliced",77,36,38,0.467532467532468
"Lrp6_chr6_134446476_134566965_-_ENSMUSG00000030201.15_ENSMUSG00000030201.15.unspliced",89,26,61,0.292134831460674
"Lrp8_chr4_107801869_107876840_+_ENSMUSG00000028613.15_ENSMUSG00000028613.15.unspliced",67,28,39,0.417910447761194
"Lrp8os3_chr4_107793161_107802064_-_ENSMUSG00000087200.1_ENSMUSG00000087200.1.unspliced",74,23,50,0.310810810810811
"Lrpap1_chr5_35091501_35105766_-_ENSMUSG00000029103.16_ENSMUSG00000029103.16.unspliced",54,12,41,0.222222222222222
"Lrpprc_chr17_84705247_84790789_-_ENSMUSG00000024120.12_ENSMUSG00000024120.12.unspliced",72,15,55,0.208333333333333
"Lrr1_chr12_69168814_69179009_+_ENSMUSG00000034883.9_ENSMUSG00000034883.9.unspliced",101,37,59,0.366336633663366
"Lrrc1_chr9_77430823_77544870_-_ENSMUSG00000032352.16_ENSMUSG00000032352.16.unspliced",82,27,51,0.329268292682927
"Lrrc14_chr15_76710623_76717699_+_ENSMUSG00000033728.14_ENSMUSG00000033728.14.unspliced",97,35,60,0.360824742268041
"Lrrc14_chr15_76710623_76717699_+_ENSMUSG00000033728.14_ENSMUST00000137649.7",100,38,58,0.38
"Lrrc20_chr10_61475801_61582791_+_ENSMUSG00000037151.8_ENSMUSG00000037151.8.unspliced",94,17,74,0.180851063829787
"Lrrc24_chr15_76715276_76722173_-_ENSMUSG00000033707.9_ENSMUSG00000033707.9.unspliced",52,19,31,0.365384615384615
"Lrrc27_chr7_139212988_139242979_+_ENSMUSG00000015980.14_ENSMUSG00000015980.14.unspliced",69,31,37,0.449275362318841
"Lrrc28_chr7_67513410_67645268_-_ENSMUSG00000030556.13_ENSMUSG00000030556.13.unspliced",57,17,34,0.298245614035088
"Lrrc29_chr8_105312265_105326278_-_ENSMUSG00000041679.9_ENSMUSG00000041679.9.unspliced",72,9,61,0.125
"Lrrc3_chr10_77897575_77902536_-_ENSMUSG00000051652.4_ENSMUSG00000051652.4.unspliced",95,19,71,0.2
"Lrrc32_chr7_98489283_98502181_+_ENSMUSG00000090958.2_ENSMUSG00000090958.2.unspliced",84,17,64,0.202380952380952
"Lrrc40_chr3_158036662_158068487_+_ENSMUSG00000063052.9_ENSMUSG00000063052.9.unspliced",68,12,49,0.176470588235294
"Lrrc41_chr4_116075269_116097043_+_ENSMUSG00000028703.14_ENSMUSG00000028703.14.unspliced",55,17,35,0.309090909090909
"Lrrc42_chr4_107233514_107253532_-_ENSMUSG00000028617.10_ENSMUSG00000028617.10.unspliced",83,30,47,0.36144578313253
"Lrrc45_chr11_120713925_120721128_+_ENSMUSG00000025145.13_ENSMUSG00000025145.13.unspliced",81,4,75,0.0493827160493827
"Lrrc49_chr9_60568859_60688158_-_ENSMUSG00000047766.15_ENSMUSG00000047766.15.unspliced",79,29,47,0.367088607594937
"Lrrc4b_chr7_44429018_44463351_+_ENSMUSG00000047085.14_ENSMUSG00000047085.14.unspliced",57,6,48,0.105263157894737
"Lrrc51_chr7_101912984_101933895_-_ENSMUSG00000064307.13_ENSMUSG00000064307.13.unspliced",64,33,30,0.515625
"Lrrc56_chr7_141194157_141210055_+_ENSMUSG00000038637.15_ENSMUSG00000038637.15.unspliced",55,16,37,0.290909090909091
"Lrrc57_chr2_120604238_120609520_-_ENSMUSG00000027286.16_ENSMUSG00000027286.16.unspliced",68,10,49,0.147058823529412
"Lrrc58_chr16_37868389_37888858_+_ENSMUSG00000034158.9_ENSMUSG00000034158.9.unspliced",60,16,42,0.266666666666667
"Lrrc61_chr6_48554796_48570722_+_ENSMUSG00000073096.11_ENSMUSG00000073096.11.unspliced",67,30,32,0.447761194029851
"Lrrc75a_chr11_62604884_62648523_-_ENSMUSG00000046417.14_ENSMUSG00000046417.14.unspliced",60,24,35,0.4
"Lrrc8a_chr2_30237715_30263790_+_ENSMUSG00000007476.18_ENSMUSG00000007476.18.unspliced",60,8,51,0.133333333333333
"Lrrc8b_chr5_105415775_105490074_+_ENSMUSG00000070639.5_ENSMUSG00000070639.5.unspliced",92,38,50,0.41304347826087
"Lrrc8c_chr5_105519388_105613018_+_ENSMUSG00000054720.12_ENSMUSG00000054720.12.unspliced",94,33,58,0.351063829787234
"Lrrc8d_chr5_105699969_105832436_+_ENSMUSG00000046079.16_ENSMUSG00000046079.16.unspliced",71,11,54,0.154929577464789
"Lrrc8e_chr8_4226827_4237470_+_ENSMUSG00000046589.7_ENSMUSG00000046589.7.unspliced",50,16,32,0.32
"Lrrc9_chr12_72441866_72530750_+_ENSMUSG00000021090.16_ENSMUSG00000021090.16.unspliced",60,17,40,0.283333333333333
"Lrrc9_chr12_72441866_72530750_+_ENSMUSG00000021090.16_ENSMUST00000161284.2",44,15,28,0.340909090909091
"Lrrcc1_chr3_14533788_14572658_+_ENSMUSG00000027550.14_ENSMUSG00000027550.14.unspliced",72,12,56,0.166666666666667
"Lrrcc1_chr3_14533788_14572658_+_ENSMUSG00000027550.14_ENSMUST00000108370.8",85,18,64,0.211764705882353
"Lrrfip1_chr1_90998737_91128944_+_ENSMUSG00000026305.15_ENSMUSG00000026305.15.unspliced",65,16,48,0.246153846153846
"Lrrfip2_chr9_111117592_111225668_+_ENSMUSG00000032497.19_ENSMUSG00000032497.19.unspliced",46,14,31,0.304347826086957
"Lrrk1_chr7_66226912_66388350_-_ENSMUSG00000015133.17_ENSMUSG00000015133.17.unspliced",54,7,45,0.12962962962963
"Lrrk2_chr15_91673175_91816120_+_ENSMUSG00000036273.15_ENSMUSG00000036273.15.unspliced",52,26,26,0.5
"Lrrn2_chr1_132880273_132940005_+_ENSMUSG00000026443.3_ENSMUSG00000026443.3.unspliced",85,42,39,0.494117647058824
"Lrrn4_chr2_132868305_132880891_-_ENSMUSG00000043110.2_ENSMUSG00000043110.2.unspliced",55,12,42,0.218181818181818
"Lrsam1_chr2_32925216_32961614_-_ENSMUSG00000026792.16_ENSMUSG00000026792.16.unspliced",80,20,56,0.25
"Lrsam1_chr2_32925216_32961614_-_ENSMUSG00000026792.16_ENSMUST00000113200.7",85,15,69,0.176470588235294
"Lrwd1_chr5_136122772_136136074_-_ENSMUSG00000029703.10_ENSMUSG00000029703.10.unspliced",69,28,38,0.405797101449275
"Lsg1_chr16_30560494_30587592_-_ENSMUSG00000022538.20_ENSMUSG00000022538.20.unspliced",87,17,69,0.195402298850575
"Lsm1_chr8_25785288_25803975_+_ENSMUSG00000037296.7_ENSMUSG00000037296.7.unspliced",95,9,79,0.0947368421052632
"Lsm11_chr11_45928269_45944935_-_ENSMUSG00000044847.13_ENSMUSG00000044847.13.unspliced",47,15,30,0.319148936170213
"Lsm12_chr11_102162497_102185296_-_ENSMUSG00000020922.11_ENSMUSG00000020922.11.unspliced",107,26,75,0.242990654205607
"Lsm14b_chr2_180024987_180035465_+_ENSMUSG00000039108.14_ENSMUSG00000039108.14.unspliced",77,35,38,0.454545454545455
"Lsm5_chr6_56701063_56704710_-_ENSMUSG00000091625.8_ENSMUSG00000091625.8.unspliced",73,29,41,0.397260273972603
"Lsm6_chr8_78804865_78821140_-_ENSMUSG00000031683.16_ENSMUSG00000031683.16.unspliced",74,10,60,0.135135135135135
"Lsm7_chr10_80852821_80855209_-_ENSMUSG00000035215.9_ENSMUSG00000035215.9.unspliced",103,39,62,0.378640776699029
"Lsm8_chr6_18848579_18855751_+_ENSMUSG00000044155.11_ENSMUSG00000044155.11.unspliced",95,31,58,0.326315789473684
"Lsmem1_chr12_40175493_40199490_-_ENSMUSG00000071342.5_ENSMUSG00000071342.5.unspliced",52,25,24,0.480769230769231
"Lsp1_chr7_142460809_142494867_+_ENSMUSG00000018819.10_ENSMUST00000018963.10",84,37,47,0.44047619047619
"Lsr_chr7_30957770_30973464_-_ENSMUSG00000001247.16_ENSMUSG00000001247.16.unspliced",96,30,59,0.3125
"Lss_chr10_76531588_76557138_+_ENSMUSG00000033105.12_ENSMUSG00000033105.12.unspliced",92,14,75,0.152173913043478
"Ltb4r1_chr14_55765962_55768494_+_ENSMUSG00000046908.5_ENSMUSG00000046908.5.unspliced",67,32,31,0.477611940298507
"Ltb4r2_chr14_55761428_55765138_+_ENSMUSG00000040432.5_ENSMUSG00000040432.5.unspliced",55,24,27,0.436363636363636
"Ltbp1_chr17_75005568_75392512_+_ENSMUSG00000001870.16_ENSMUSG00000001870.16.unspliced",79,45,29,0.569620253164557
"Ltbp2_chr12_84783212_84876532_-_ENSMUSG00000002020.15_ENSMUSG00000002020.15.unspliced",67,35,26,0.522388059701492
"Ltbp2_chr12_84783212_84876532_-_ENSMUSG00000002020.15_ENSMUST00000002073.12",46,25,21,0.543478260869565
"Ltbp4_chr7_27305136_27337692_-_ENSMUSG00000040488.18_ENSMUSG00000040488.18.unspliced",66,13,51,0.196969696969697
"Ltc4s_chr11_50236461_50238616_-_ENSMUSG00000020377.15_ENSMUSG00000020377.15.unspliced",67,12,50,0.17910447761194
"Ltk_chr2_119751320_119760431_-_ENSMUSG00000027297.14_ENSMUSG00000027297.14.unspliced",101,50,45,0.495049504950495
"Ltk_chr2_119751320_119760431_-_ENSMUSG00000027297.14_ENSMUST00000182203.1",44,16,25,0.363636363636364
"Ltn1_chr16_87376651_87432612_-_ENSMUSG00000052299.9_ENSMUSG00000052299.9.unspliced",65,2,62,0.0307692307692308
"LTO1_chr7_144915100_144931701_+_ENSMUSG00000031072.14_ENSMUSG00000031072.14.unspliced",57,15,40,0.263157894736842
"Ltv1_chr10_13178140_13193168_-_ENSMUSG00000019814.5_ENSMUSG00000019814.5.unspliced",75,4,69,0.0533333333333333
"Luc7l_chr17_26252896_26285504_+_ENSMUSG00000024188.16_ENSMUSG00000024188.16.unspliced",56,5,50,0.0892857142857143
"Luc7l2_chr6_38551334_38609470_+_ENSMUSG00000029823.16_ENSMUSG00000029823.16.unspliced",79,17,61,0.215189873417722
"Luc7l3_chr11_94287890_94321988_-_ENSMUSG00000020863.15_ENSMUSG00000020863.15.unspliced",75,21,52,0.28
"Luc7l3_chr11_94287890_94321988_-_ENSMUSG00000020863.15_ENSMUST00000107820.1",82,26,55,0.317073170731707
"Luc7l3_chr11_94287890_94321988_-_ENSMUSG00000020863.15_ENSMUST00000166312.7",69,16,51,0.231884057971014
"Lurap1_chr4_116132406_116151338_-_ENSMUSG00000028701.4_ENSMUSG00000028701.4.unspliced",59,30,25,0.508474576271186
"Lurap1_chr4_116132406_116151338_-_ENSMUSG00000028701.4_ENSMUST00000030469.4",83,18,59,0.216867469879518
"Luzp1_chr4_136469761_136554780_+_ENSMUSG00000001089.14_ENSMUSG00000001089.14.unspliced",65,16,49,0.246153846153846
"Ly6a_chr15_74994877_74998031_-_ENSMUSG00000075602.10_ENSMUSG00000075602.10.unspliced",72,36,34,0.5
"Ly6e_chr15_74955051_74959905_+_ENSMUSG00000022587.14_ENSMUSG00000022587.14.unspliced",69,25,42,0.36231884057971
"Ly6g5b_chr17_35113948_35115428_-_ENSMUSG00000043807.6_ENSMUSG00000043807.6.unspliced",69,34,33,0.492753623188406
"Ly75_chr2_60292103_60383303_-_ENSMUSG00000026980.15_ENSMUSG00000026980.15.unspliced",61,24,34,0.39344262295082
"Ly75_chr2_60292103_60383303_-_ENSMUSG00000026980.15_ENSMUST00000028362.8",54,12,38,0.222222222222222
"Ly96_chr1_16688051_16709611_+_ENSMUSG00000025779.10_ENSMUSG00000025779.10.unspliced",37,13,23,0.351351351351351
"Lyn_chr4_3678115_3813122_+_ENSMUSG00000042228.14_ENSMUSG00000042228.14.unspliced",85,29,52,0.341176470588235
"Lynx1_chr15_74747852_74753046_-_ENSMUSG00000022594.14_ENSMUSG00000022594.14.unspliced",48,18,30,0.375
"Lypd1_chr1_125867622_125913101_-_ENSMUSG00000026344.9_ENSMUSG00000026344.9.unspliced",70,9,56,0.128571428571429
"Lypd6_chr2_50066429_50193569_+_ENSMUSG00000050447.15_ENSMUSG00000050447.15.unspliced",64,30,32,0.46875
"Lypd6b_chr2_49787688_49948849_+_ENSMUSG00000026765.12_ENSMUSG00000026765.12.unspliced",51,19,30,0.372549019607843
"Lypla1_chr1_4807788_4848410_+_ENSMUSG00000025903.14_ENSMUSG00000025903.14.unspliced",73,9,58,0.123287671232877
"Lypla2_chr4_135968224_135972626_-_ENSMUSG00000028670.14_ENSMUSG00000028670.14.unspliced",67,13,52,0.194029850746269
"Lyplal1_chr1_186087731_186117310_-_ENSMUSG00000039246.8_ENSMUSG00000039246.8.unspliced",79,25,46,0.316455696202532
"Lyrm1_chr7_119895861_119956963_+_ENSMUSG00000030922.12_ENSMUSG00000030922.12.unspliced",44,12,31,0.272727272727273
"Lyrm4_chr13_35978395_36117526_-_ENSMUSG00000046573.7_ENSMUSG00000046573.7.unspliced",79,38,39,0.481012658227848
"Lyrm7_chr11_54826866_54860916_-_ENSMUSG00000020268.14_ENSMUSG00000020268.14.unspliced",79,29,45,0.367088607594937
"Lyrm9_chr11_78826584_78846870_+_ENSMUSG00000072640.11_ENSMUSG00000072640.11.unspliced",77,6,69,0.0779220779220779
"Lyrm9_chr11_78826584_78846870_+_ENSMUSG00000072640.11_ENSMUST00000147875.8",82,0,81,0
"Lysmd1_chr3_95134088_95139518_+_ENSMUSG00000053769.5_ENSMUSG00000053769.5.unspliced",46,25,21,0.543478260869565
"Lysmd2_chr9_75625741_75637771_+_ENSMUSG00000032184.5_ENSMUSG00000032184.5.unspliced",77,19,54,0.246753246753247
"Lysmd3_chr13_81657663_81672871_+_ENSMUSG00000035840.7_ENSMUSG00000035840.7.unspliced",79,23,52,0.291139240506329
"Lysmd4_chr7_67222544_67307330_+_ENSMUSG00000043831.12_ENSMUST00000207757.1",94,53,39,0.563829787234043
"Lysmd4_chr7_67222544_67307330_+_ENSMUSG00000043831.12_ENSMUST00000207823.1",50,22,25,0.44
"Lysmd4_chr7_67222544_67307330_+_ENSMUSG00000043831.12_ENSMUST00000208998.1",62,29,29,0.467741935483871
"Lyst_chr13_13590397_13778803_+_ENSMUSG00000019726.12_ENSMUSG00000019726.12.unspliced",51,4,46,0.0784313725490196
"Lyst_chr13_13590397_13778803_+_ENSMUSG00000019726.12_ENSMUST00000110559.2",61,9,49,0.147540983606557
"Lztfl1_chr9_123694416_123717697_-_ENSMUSG00000025245.14_ENSMUSG00000025245.14.unspliced",97,25,67,0.257731958762887
"Lzts2_chr19_45014414_45027111_+_ENSMUSG00000035342.14_ENSMUSG00000035342.14.unspliced",73,4,67,0.0547945205479452
"Lzts3_chr2_130632839_130642803_-_ENSMUSG00000037703.14_ENSMUSG00000037703.14.unspliced",70,14,51,0.2
"Mab21l3_chr3_101813076_101848959_-_ENSMUSG00000044313.13_ENSMUSG00000044313.13.unspliced",73,33,35,0.452054794520548
"Mab21l3_chr3_101813076_101848959_-_ENSMUSG00000044313.13_ENSMUST00000061831.10",64,12,50,0.1875
"Macf1_chr4_123349633_123684360_-_ENSMUSG00000028649.21_ENSMUSG00000028649.21.unspliced",59,16,40,0.271186440677966
"Maco1_chr4_134802759_134853345_-_ENSMUSG00000028826.14_ENSMUSG00000028826.14.unspliced",90,24,61,0.266666666666667
"Macrod1_chr19_7056810_7198057_+_ENSMUSG00000036278.7_ENSMUSG00000036278.7.unspliced",61,19,39,0.311475409836066
"Macroh2a1_chr13_56073619_56136361_-_ENSMUSG00000015937.15_ENSMUSG00000015937.15.unspliced",114,29,76,0.254385964912281
"Macroh2a2_chr10_61738665_61784147_-_ENSMUSG00000020086.6_ENSMUSG00000020086.6.unspliced",83,36,43,0.433734939759036
"Mad1l1_chr5_140008689_140321552_-_ENSMUSG00000029554.15_ENSMUSG00000029554.15.unspliced",79,11,68,0.139240506329114
"Mad2l1_chr6_66535390_66547220_+_ENSMUSG00000029910.14_ENSMUSG00000029910.14.unspliced",74,11,58,0.148648648648649
"Mad2l1bp_chr17_46147387_46153553_-_ENSMUSG00000034509.9_ENSMUSG00000034509.9.unspliced",75,4,68,0.0533333333333333
"Mad2l2_chr4_148130384_148145699_+_ENSMUSG00000029003.11_ENSMUSG00000029003.11.unspliced",94,26,63,0.276595744680851
